2024-09-02 오후 2:55:14,26.00,50.00
2024-09-02 오후 2:55:16,26.00,50.00
2024-09-02 오후 2:55:18,26.00,50.00
2024-09-02 오후 2:55:20,26.00,50.00
2024-09-02 오후 2:55:22,26.00,50.00
2024-09-02 오후 2:55:24,26.00,52.00
2024-09-02 오후 2:55:26,26.00,62.00
2024-09-02 오후 2:55:28,26.00,71.00
2024-09-02 오후 2:55:30,26.00,75.00
2024-09-02 오후 2:55:32,26.00,78.00
2024-09-02 오후 2:55:34,26.00,80.00
2024-09-02 오후 2:55:36,27.00,81.00
2024-09-02 오후 2:55:38,27.00,82.00
2024-09-02 오후 2:55:40,27.00,83.00
2024-09-02 오후 2:55:42,27.00,84.00
2024-09-02 오후 2:55:44,27.00,86.56
2024-09-02 오후 2:55:47,27.00,85.00
2024-09-02 오후 2:55:49,27.00,85.00
2024-09-02 오후 2:55:51,605.68,432.44
2024-09-02 오후 2:55:51,355.09,603.03
2024-09-02 오후 2:55:53,338.24,605.94
2024-09-02 오후 2:55:53,463.17,331.96
2024-09-02 오후 2:55:55,84.28,357.48
2024-09-02 오후 2:55:55,608.12,430.21
2024-09-02 오후 2:55:57,27.96,390.80
2024-09-02 오후 2:55:57,605.54,465.71
2024-09-02 오후 2:55:59,367.40,84.28
2024-09-02 오후 2:55:59,457.48,608.01
2024-09-02 오후 2:56:01,440.64,605.55
2024-09-02 오후 2:56:01,422.21,360.08
